#19201-19500 Amani 19501-19800 Atal'ai 19801-20100 Razorbranch 20101-20400 Firetree  20401-20700 Mossflayer 20701-21000 Revantusk 21001-21300 Vilebrach 21301-21600 Shadowpine 21601-21900 Whitebark 21901-22200 Bloodscalp
#22201-22500 Darkspear 22501-22800 Gurubashi 22801-23100 Shatterspear 23101-23400 Drakkari 23401-23700 Frostmane 23701-24000 Sandfury 24001-24300 Smolderthorn 24301-24600 Shadowglen 24601-24900 Winterax 
#24901-25200 Winterfang 25201-25500 Shadowtooth 25501-25700 Zandalari 25701-26000 Zulian 26001-26300 Razzashi

#Dynasties 19001 - 19200 used for named troll characters


21283 = { name = "Soyinka" culture = vilebranch }
21284 = { name = "Solarin" culture = vilebranch }
21285 = { name = "Gbadamosi" culture = vilebranch }
21286 = { name = "Olanrewaju" culture = vilebranch }
21287 = { name = "Magoro" culture = vilebranch }
21288 = { name = "Madaki" culture = vilebranch }
21289 = { name = "Jang" culture = vilebranch }
21290 = { name = "Oyinlola" culture = vilebranch }
21291 = { name = "Oyenusi" culture = vilebranch }
21292 = { name = "Onejekwe" culture = vilebranch }
21293 = { name = "Onwudine" culture = vilebranch }
21294 = { name = "Jakande" culture = vilebranch }
21295 = { name = "Kalejaiye" culture = vilebranch }
21296 = { name = "Igwe" culture = vilebranch }
21297 = { name = "Eze" culture = vilebranch }
21298 = { name = "Obi" culture = vilebranch }
21299 = { name = "Ngige" culture = vilebranch }
21300 = { name = "Uba" culture = vilebranch }



21301 = { name = "Armorai" culture = shadowpine }
21302 = { name = "Pogine" culture = shadowpine }
21303 = { name = "Talaniji" culture = shadowpine }
21304 = { name = "Ilatike" culture = shadowpine }
21305 = { name = "Nagetza" culture = shadowpine }
21306 = { name = "Vetla" culture = shadowpine }
21307 = { name = "Tajani" culture = shadowpine }
21308 = { name = "Tregweni" culture = shadowpine }
21309 = { name = "Valakidu" culture = shadowpine }
21310 = { name = "Zebuwa" culture = shadowpine }
21311 = { name = "Armani" culture = shadowpine }
21312 = { name = "Berwandi" culture = shadowpine }
21313 = { name = "Huntani" culture = shadowpine }
21314 = { name = "Kontala" culture = shadowpine }
21315 = { name = "Gyatsu" culture = shadowpine }
21316 = { name = "Zuldani" culture = shadowpine }
21317 = { name = "Makari" culture = shadowpine }
21318 = { name = "Barraki" culture = shadowpine }
21319 = { name = "Tsanami" culture = shadowpine }
21320 = { name = "Bwotswani" culture = shadowpine }
21321 = { name = "Mossami" culture = shadowpine }
21322 = { name = "Mossa" culture = shadowpine }
21323 = { name = "Nzala" culture = shadowpine }
21324 = { name = "Mbakala" culture = shadowpine }
21325 = { name = "Tzala" culture = shadowpine }
21326 = { name = "Zora" culture = shadowpine }
21327 = { name = "Bandbani" culture = shadowpine }
21328 = { name = "Terojin" culture = shadowpine }
21329 = { name = "Tonami" culture = shadowpine }
21330 = { name = "Uchi'hala" culture = shadowpine }
21331 = { name = "Ala'tor" culture = shadowpine }
21332 = { name = "Sala'jin" culture = shadowpine }
21333 = { name = "Tol'gashi" culture = shadowpine }
21334 = { name = "Val'jin" culture = shadowpine }
21335 = { name = "Val'jala" culture = shadowpine }
21336 = { name = "Val'daka" culture = shadowpine }
21337 = { name = "Putikala" culture = shadowpine }
21338 = { name = "Xuhala" culture = shadowpine }
21339 = { name = "Xuhanaka" culture = shadowpine }
21340 = { name = "Ostawa" culture = shadowpine }
21341 = { name = "Ostawana" culture = shadowpine }
21342 = { name = "Ostmawi" culture = shadowpine }
21343 = { name = "Dkana" culture = shadowpine }
21344 = { name = "Arakana" culture = shadowpine }
21345 = { name = "Garakana" culture = shadowpine }
21346 = { name = "Grakhana" culture = shadowpine }
21347 = { name = "Makarena" culture = shadowpine }
21348 = { name = "Malakara" culture = shadowpine }
21349 = { name = "Tonamala" culture = shadowpine }
21350 = { name = "Bwotsugala" culture = shadowpine }
21351 = { name = "Motani" culture = shadowpine }
21352 = { name = "Motami" culture = shadowpine }
21353 = { name = "Nasrani" culture = shadowpine }
21354 = { name = "Dkala" culture = shadowpine }
21355 = { name = "Ukhala" culture = shadowpine }
21356 = { name = "Ughandi" culture = shadowpine }
21357 = { name = "Maldambi" culture = shadowpine }
21358 = { name = "Maldonambi" culture = shadowpine }
21359 = { name = "Kuretaka" culture = shadowpine }
21360 = { name = "Hala" culture = shadowpine }
21361 = { name = "Velkahala" culture = shadowpine }
21362 = { name = "Malahala" culture = shadowpine }
21363 = { name = "Zambala" culture = shadowpine }
21364 = { name = "Foreva" culture = shadowpine }
21365 = { name = "T'chkani" culture = shadowpine }
21366 = { name = "T'pkala" culture = shadowpine }
21367 = { name = "Zalajin" culture = shadowpine }
21368 = { name = "Zalan'jin" culture = shadowpine }
21369 = { name = "Zemba" culture = shadowpine }
21370 = { name = "Zebala" culture = shadowpine }
21371 = { name = "Zebawala" culture = shadowpine }
21372 = { name = "Zekonjin" culture = shadowpine }
21373 = { name = "Zantala" culture = shadowpine }
21374 = { name = "Zurawana" culture = shadowpine }
21375 = { name = "Zalewana" culture = shadowpine }
21376 = { name = "Zakarawana" culture = shadowpine }
21377 = { name = "Mbuka" culture = shadowpine }
21378 = { name = "Ntuka" culture = shadowpine }
21379 = { name = "Tskala" culture = shadowpine }
21380 = { name = "Tiskala" culture = shadowpine }
21381 = { name = "Walazamin" culture = shadowpine }
21382 = { name = "Warazana" culture = shadowpine }
21383 = { name = "Kazarjin" culture = shadowpine }
21384 = { name = "Alkahalu" culture = shadowpine }
21385 = { name = "Wzala" culture = shadowpine }
21386 = { name = "Ktalu" culture = shadowpine }
21387 = { name = "Wtalu" culture = shadowpine }
21388 = { name = "Zebudalu" culture = shadowpine }
21389 = { name = "Anadalu" culture = shadowpine }
21390 = { name = "Dakari" culture = shadowpine }
21391 = { name = "Kahirari" culture = shadowpine }
21392 = { name = "Xuljin" culture = shadowpine }
21393 = { name = "Xuhana" culture = shadowpine }
21394 = { name = "Mbekala" culture = shadowpine }
21395 = { name = "Terokala" culture = shadowpine }
21396 = { name = "Wandalu" culture = shadowpine }
21397 = { name = "Pomeranu" culture = shadowpine }
21398 = { name = "Nkali" culture = shadowpine }
21399 = { name = "Zantalajin" culture = shadowpine }
21400 = { name = "Zebrajin" culture = shadowpine }
21401 = { name = "Al'jibo" culture = shadowpine }
21402 = { name = "Arrowtusk" culture = shadowpine }
21403 = { name = "Bag'go" culture = shadowpine }
21404 = { name = "Bastoon" culture = shadowpine }
21405 = { name = "Windswatcher" culture = shadowpine }
21406 = { name = "Beastwalker" culture = shadowpine }
21407 = { name = "Steadfast" culture = shadowpine }
21408 = { name = "Blazeweaver" culture = shadowpine }
21409 = { name = "Bloodfrenzy" culture = shadowpine }
21410 = { name = "Bloodteeth" culture = shadowpine }
21411 = { name = "Bloodtusk" culture = shadowpine }
21412 = { name = "Brokenspear" culture = shadowpine }
21413 = { name = "Darktusk" culture = shadowpine }
21414 = { name = "Drakebane" culture = shadowpine }
21415 = { name = "Flamecaller" culture = shadowpine }
21416 = { name = "Flamekeeper" culture = shadowpine }
21417 = { name = "Firetusk" culture = shadowpine }
21418 = { name = "Firewarder" culture = shadowpine }
21419 = { name = "Gadrin" culture = shadowpine }
21420 = { name = "Golomojo" culture = shadowpine }
21421 = { name = "Grimtusk" culture = shadowpine }
21422 = { name = "Blood Drinker" culture = shadowpine }
21423 = { name = "Bloodfury" culture = shadowpine }
21424 = { name = "Bloodlord" culture = shadowpine }
21425 = { name = "Bloodrager" culture = shadowpine }
21426 = { name = "Bloodrider" culture = shadowpine }
21427 = { name = "Headhunter" culture = shadowpine }
21428 = { name = "Hexxer" culture = shadowpine }
21429 = { name = "Headsplitter" culture = shadowpine }
21430 = { name = "Gutwrench" culture = shadowpine }
21431 = { name = "Shadowcaster" culture = shadowpine }
21432 = { name = "Seadog" culture = shadowpine }
21433 = { name = "Hexx" culture = shadowpine }
21434 = { name = "Hexxen" culture = shadowpine }
21435 = { name = "Mojo" culture = shadowpine }
21436 = { name = "Ji'ro" culture = shadowpine }
21437 = { name = "Soulripper" culture = shadowpine }
21438 = { name = "Duskwhisperer" culture = shadowpine }
21439 = { name = "Longeye" culture = shadowpine }
21440 = { name = "Manslayer" culture = shadowpine }
21441 = { name = "Mandoom" culture = shadowpine }
21442 = { name = "Manbane" culture = shadowpine }
21443 = { name = "Flame Eater" culture = shadowpine }
21444 = { name = "Dismantler" culture = shadowpine }
21445 = { name = "Mordune" culture = shadowpine }
21446 = { name = "Mossmeld" culture = shadowpine }
21447 = { name = "Nightfang" culture = shadowpine }
21448 = { name = "Loa-singer" culture = shadowpine }
21449 = { name = "Spotter" culture = shadowpine }
21450 = { name = "Shakko" culture = shadowpine }
21451 = { name = "Toxifier" culture = shadowpine }
21452 = { name = "Steeltusk" culture = shadowpine }
21453 = { name = "Stonetusk" culture = shadowpine }
21454 = { name = "Stormweaver" culture = shadowpine }
21455 = { name = "Lifegrower" culture = shadowpine }
21456 = { name = "Starcaller" culture = shadowpine }
21457 = { name = "Thornhide" culture = shadowpine }
21458 = { name = "Ironshaper" culture = shadowpine }
21459 = { name = "Patchmonger" culture = shadowpine }
21460 = { name = "Thundercall" culture = shadowpine }
21461 = { name = "Two-Tusk" culture = shadowpine }
21462 = { name = "Elementalist" culture = shadowpine }
21463 = { name = "Vandal" culture = shadowpine }
21464 = { name = "Sadist" culture = shadowpine }
21465 = { name = "Zurani" culture = shadowpine }
21466 = { name = "Eaglebane" culture = shadowpine }
21467 = { name = "Two-Toes" culture = shadowpine }
21468 = { name = "Hideskinner" culture = shadowpine }
21469 = { name = "Scalper" culture = shadowpine }
21470 = { name = "Warpbranch" culture = shadowpine }
21471 = { name = "Gutchewer" culture = shadowpine }
21472 = { name = "Subduer" culture = shadowpine }
21473 = { name = "Gulkan" culture = shadowpine }
21474 = { name = "Skullcrusher" culture = shadowpine }
21475 = { name = "Ramuk" culture = shadowpine }
21476 = { name = "Soothsayer" culture = shadowpine }
21477 = { name = "Berserker" culture = shadowpine }
21478 = { name = "Springbringer" culture = shadowpine }
21479 = { name = "Elvenbane" culture = shadowpine }
21480 = { name = "Elfeater" culture = shadowpine }
21481 = { name = "Thunala" culture = shadowpine }
21482 = { name = "Mbeki" culture = shadowpine }
21483 = { name = "T'kani" culture = shadowpine }
21484 = { name = "Lurakana" culture = shadowpine }
21485 = { name = "Asnali" culture = shadowpine }
21486 = { name = "Tetuleme" culture = shadowpine }
21487 = { name = "Ruksaki" culture = shadowpine }
21488 = { name = "Fenri" culture = shadowpine }
21489 = { name = "Ndeku" culture = shadowpine }
21490 = { name = "I'neku" culture = shadowpine }
21491 = { name = "Tawani" culture = shadowpine }
21492 = { name = "Tarawi" culture = shadowpine }
21493 = { name = "Tarawami" culture = shadowpine }
21494 = { name = "Osnetala" culture = shadowpine }
21495 = { name = "Tsungu" culture = shadowpine }
21496 = { name = "Mbungu" culture = shadowpine }
21497 = { name = "Dnungu" culture = shadowpine }
21498 = { name = "Pnungu" culture = shadowpine }
21499 = { name = "Kari" culture = shadowpine }
21500 = { name = "Nosekari" culture = shadowpine }
21501 = { name = "Ajanlekoko" culture = shadowpine }
21502 = { name = "Ormiata" culture = shadowpine }
21503 = { name = "Apeloko" culture = shadowpine }
21504 = { name = "Abimbola" culture = shadowpine }
21505 = { name = "Abioye" culture = shadowpine }
21506 = { name = "Adebowale" culture = shadowpine }
21507 = { name = "Adisa" culture = shadowpine }
21508 = { name = "Afia" culture = shadowpine }
21509 = { name = "Afolabi" culture = shadowpine }
21513 = { name = "Afua" culture = shadowpine }
21511 = { name = "Akachi" culture = shadowpine }
21512 = { name = "Akinyi" culture = shadowpine }
21513 = { name = "Akua" culture = shadowpine }
21514 = { name = "Baako" culture = shadowpine }
21515 = { name = "Babajide" culture = shadowpine }
21516 = { name = "Babak" culture = shadowpine }
21517 = { name = "Babatunde" culture = shadowpine }
21518 = { name = "Babette" culture = shadowpine }
21519 = { name = "Chiamaka" culture = shadowpine }
21520 = { name = "Chibuzo" culture = shadowpine }
21521 = { name = "Chidike" culture = shadowpine }
21522 = { name = "Cidubem" culture = shadowpine }
21523 = { name = "Chike" culture = shadowpine }
21524 = { name = "Chikelu" culture = shadowpine }
21525 = { name = "Chikere" culture = shadowpine }
21526 = { name = "Chipo" culture = shadowpine }
21527 = { name = "Chuks" culture = shadowpine }
21529 = { name = "Chukwuemeka" culture = shadowpine }
21530 = { name = "Ekua" culture = shadowpine }
21531 = { name = "Emeka" culture = shadowpine }
21532 = { name = "Emem" culture = shadowpine }
21533 = { name = "Faraji" culture = shadowpine }
21534 = { name = "Femi" culture = shadowpine }
21535 = { name = "Folami" culture = shadowpine }
21536 = { name = "Fumnaya" culture = shadowpine }
21537 = { name = "Furaha" culture = shadowpine }
21538 = { name = "Ife" culture = shadowpine }
21539 = { name = "Imamu" culture = shadowpine }
21540 = { name = "Manslayer" culture = shadowpine }
21541 = { name = "Imani" culture = shadowpine }
21542 = { name = "Imari" culture = shadowpine }
21543 = { name = "Jabari" culture = shadowpine }
21544 = { name = "Jaheem" culture = shadowpine }
21545 = { name = "Jaz" culture = shadowpine }
21546 = { name = "Jelani" culture = shadowpine }
21547 = { name = "Jojo" culture = shadowpine }
21548 = { name = "Kanye" culture = shadowpine }
21549 = { name = "Kenya" culture = shadowpine }
21550 = { name = "Azikiwe" culture = shadowpine }
21551 = { name = "Awolowo" culture = shadowpine }
21552 = { name = "Bello" culture = shadowpine }
21553 = { name = "Balewa" culture = shadowpine }
21554 = { name = "Akintola" culture = shadowpine }
21555 = { name = "Okotie-Eboh" culture = shadowpine }
21556 = { name = "Nzeogwu" culture = shadowpine }
21558 = { name = "Onwuatuegwu" culture = shadowpine }
21559 = { name = "Okafor" culture = shadowpine }
21560 = { name = "Okereke" culture = shadowpine }
21561 = { name = "Okeke" culture = shadowpine }
21562 = { name = "Okonkwo" culture = shadowpine }
21563 = { name = "Okoye" culture = shadowpine }
21564 = { name = "Okorie" culture = shadowpine }
21565 = { name = "Obasanjo" culture = shadowpine }
21566 = { name = "Babangida" culture = shadowpine }
21567 = { name = "Buhari" culture = shadowpine }
21568 = { name = "Dimka" culture = shadowpine }
21569 = { name = "Diya" culture = shadowpine }
21570 = { name = "Odili" culture = shadowpine }
21571 = { name = "Ibori" culture = shadowpine }
21572 = { name = "Igbinedion" culture = shadowpine }
21573 = { name = "Alamiyeseigha" culture = shadowpine }
21574 = { name = "Yar'adua" culture = shadowpine }
21575 = { name = "Akpabio" culture = shadowpine }
21576 = { name = "Attah" culture = shadowpine }
21577 = { name = "Chukwumereije" culture = shadowpine }
21578 = { name = "Akunyili" culture = shadowpine }
21579 = { name = "Iweala" culture = shadowpine }
21580 = { name = "Okonjo" culture = shadowpine }
21581 = { name = "Ezekwesili" culture = shadowpine }
21582 = { name = "Achebe" culture = shadowpine }
21583 = { name = "Soyinka" culture = shadowpine }
21584 = { name = "Solarin" culture = shadowpine }
21585 = { name = "Gbadamosi" culture = shadowpine }
21586 = { name = "Olanrewaju" culture = shadowpine }
21587 = { name = "Magoro" culture = shadowpine }
21588 = { name = "Madaki" culture = shadowpine }
21589 = { name = "Jang" culture = shadowpine }
21590 = { name = "Oyinlola" culture = shadowpine }
21591 = { name = "Oyenusi" culture = shadowpine }
21592 = { name = "Onejekwe" culture = shadowpine }
21593 = { name = "Onwudine" culture = shadowpine }
21594 = { name = "Jakande" culture = shadowpine }
21595 = { name = "Kalejaiye" culture = shadowpine }
21596 = { name = "Igwe" culture = shadowpine }
21597 = { name = "Eze" culture = shadowpine }
21598 = { name = "Obi" culture = shadowpine }
21599 = { name = "Ngige" culture = shadowpine }
21600 = { name = "Uba" culture = shadowpine }



21601 = { name = "Armorai" culture = witherbark }
21602 = { name = "Pogine" culture = witherbark }
21603 = { name = "Talaniji" culture = witherbark }
21604 = { name = "Ilatike" culture = witherbark }
21605 = { name = "Nagetza" culture = witherbark }
21606 = { name = "Vetla" culture = witherbark }
21607 = { name = "Tajani" culture = witherbark }
21608 = { name = "Tregweni" culture = witherbark }
21609 = { name = "Valakidu" culture = witherbark }
21610 = { name = "Zebuwa" culture = witherbark }
21611 = { name = "Armani" culture = witherbark }
21612 = { name = "Berwandi" culture = witherbark }
21613 = { name = "Huntani" culture = witherbark }
21614 = { name = "Kontala" culture = witherbark }
21615 = { name = "Gyatsu" culture = witherbark }
21616 = { name = "Zuldani" culture = witherbark }
21617 = { name = "Makari" culture = witherbark }
21618 = { name = "Barraki" culture = witherbark }
21619 = { name = "Tsanami" culture = witherbark }
21620 = { name = "Bwotswani" culture = witherbark }
21621 = { name = "Mossami" culture = witherbark }
21622 = { name = "Mossa" culture = witherbark }
21623 = { name = "Nzala" culture = witherbark }
21624 = { name = "Mbakala" culture = witherbark }
21625 = { name = "Tzala" culture = witherbark }
21626 = { name = "Zora" culture = witherbark }
21627 = { name = "Bandbani" culture = witherbark }
21628 = { name = "Terojin" culture = witherbark }
21629 = { name = "Tonami" culture = witherbark }
21630 = { name = "Uchi'hala" culture = witherbark }
21631 = { name = "Ala'tor" culture = witherbark }
21632 = { name = "Sala'jin" culture = witherbark }
21633 = { name = "Tol'gashi" culture = witherbark }
21634 = { name = "Val'jin" culture = witherbark }
21635 = { name = "Val'jala" culture = witherbark }
21636 = { name = "Val'daka" culture = witherbark }
21637 = { name = "Putikala" culture = witherbark }
21638 = { name = "Xuhala" culture = witherbark }
21639 = { name = "Xuhanaka" culture = witherbark }
21640 = { name = "Ostawa" culture = witherbark }
21641 = { name = "Ostawana" culture = witherbark }
21642 = { name = "Ostmawi" culture = witherbark }
21643 = { name = "Dkana" culture = witherbark }
21644 = { name = "Arakana" culture = witherbark }
21645 = { name = "Garakana" culture = witherbark }
21646 = { name = "Grakhana" culture = witherbark }
21647 = { name = "Makarena" culture = witherbark }
21648 = { name = "Malakara" culture = witherbark }
21649 = { name = "Tonamala" culture = witherbark }
21650 = { name = "Bwotsugala" culture = witherbark }
21651 = { name = "Motani" culture = witherbark }
21652 = { name = "Motami" culture = witherbark }
21653 = { name = "Nasrani" culture = witherbark }
21654 = { name = "Dkala" culture = witherbark }
21655 = { name = "Ukhala" culture = witherbark }
21656 = { name = "Ughandi" culture = witherbark }
21657 = { name = "Maldambi" culture = witherbark }
21658 = { name = "Maldonambi" culture = witherbark }
21659 = { name = "Kuretaka" culture = witherbark }
21660 = { name = "Hala" culture = witherbark }
21661 = { name = "Velkahala" culture = witherbark }
21662 = { name = "Malahala" culture = witherbark }
21663 = { name = "Zambala" culture = witherbark }
21664 = { name = "Foreva" culture = witherbark }
21665 = { name = "T'chkani" culture = witherbark }
21666 = { name = "T'pkala" culture = witherbark }
21667 = { name = "Zalajin" culture = witherbark }
21668 = { name = "Zalan'jin" culture = witherbark }
21669 = { name = "Zemba" culture = witherbark }
21670 = { name = "Zebala" culture = witherbark }
21671 = { name = "Zebawala" culture = witherbark }
21672 = { name = "Zekonjin" culture = witherbark }
21673 = { name = "Zantala" culture = witherbark }
21674 = { name = "Zurawana" culture = witherbark }
21675 = { name = "Zalewana" culture = witherbark }
21676 = { name = "Zakarawana" culture = witherbark }
21677 = { name = "Mbuka" culture = witherbark }
21678 = { name = "Ntuka" culture = witherbark }
21679 = { name = "Tskala" culture = witherbark }
21680 = { name = "Tiskala" culture = witherbark }
21681 = { name = "Walazamin" culture = witherbark }
21682 = { name = "Warazana" culture = witherbark }
21683 = { name = "Kazarjin" culture = witherbark }
21684 = { name = "Alkahalu" culture = witherbark }
21685 = { name = "Wzala" culture = witherbark }
21686 = { name = "Ktalu" culture = witherbark }
21687 = { name = "Wtalu" culture = witherbark }
21688 = { name = "Zebudalu" culture = witherbark }
21689 = { name = "Anadalu" culture = witherbark }
21690 = { name = "Dakari" culture = witherbark }
21691 = { name = "Kahirari" culture = witherbark }
21692 = { name = "Xuljin" culture = witherbark }
21693 = { name = "Xuhana" culture = witherbark }
21694 = { name = "Mbekala" culture = witherbark }
21695 = { name = "Terokala" culture = witherbark }
21696 = { name = "Wandalu" culture = witherbark }
21697 = { name = "Pomeranu" culture = witherbark }
21698 = { name = "Nkali" culture = witherbark }
21699 = { name = "Zantalajin" culture = witherbark }
21700 = { name = "Zebrajin" culture = witherbark }
21701 = { name = "Al'jibo" culture = witherbark }
21702 = { name = "Arrowtusk" culture = witherbark }
21703 = { name = "Bag'go" culture = witherbark }
21704 = { name = "Bastoon" culture = witherbark }
21705 = { name = "Windswatcher" culture = witherbark }
21706 = { name = "Beastwalker" culture = witherbark }
21707 = { name = "Steadfast" culture = witherbark }
21708 = { name = "Blazeweaver" culture = witherbark }
21709 = { name = "Bloodfrenzy" culture = witherbark }
21710 = { name = "Bloodteeth" culture = witherbark }
21711 = { name = "Bloodtusk" culture = witherbark }
21712 = { name = "Brokenspear" culture = witherbark }
21713 = { name = "Darktusk" culture = witherbark }
21714 = { name = "Drakebane" culture = witherbark }
21715 = { name = "Flamecaller" culture = witherbark }
21716 = { name = "Flamekeeper" culture = witherbark }
21717 = { name = "Firetusk" culture = witherbark }
21718 = { name = "Firewarder" culture = witherbark }
21719 = { name = "Gadrin" culture = witherbark }
21720 = { name = "Golomojo" culture = witherbark }
21721 = { name = "Grimtusk" culture = witherbark }
21722 = { name = "Blood Drinker" culture = witherbark }
21723 = { name = "Bloodfury" culture = witherbark }
21724 = { name = "Bloodlord" culture = witherbark }
21725 = { name = "Bloodrager" culture = witherbark }
21726 = { name = "Bloodrider" culture = witherbark }
21727 = { name = "Headhunter" culture = witherbark }
21728 = { name = "Hexxer" culture = witherbark }
21729 = { name = "Headsplitter" culture = witherbark }
21730 = { name = "Gutwrench" culture = witherbark }
21731 = { name = "Shadowcaster" culture = witherbark }
21732 = { name = "Seadog" culture = witherbark }
21733 = { name = "Hexx" culture = witherbark }
21734 = { name = "Hexxen" culture = witherbark }
21735 = { name = "Mojo" culture = witherbark }
21736 = { name = "Ji'ro" culture = witherbark }
21737 = { name = "Soulripper" culture = witherbark }
21738 = { name = "Duskwhisperer" culture = witherbark }
21739 = { name = "Longeye" culture = witherbark }
21740 = { name = "Manslayer" culture = witherbark }
21741 = { name = "Mandoom" culture = witherbark }
21742 = { name = "Manbane" culture = witherbark }
21743 = { name = "Flame Eater" culture = witherbark }
21744 = { name = "Dismantler" culture = witherbark }
21745 = { name = "Mordune" culture = witherbark }
21746 = { name = "Mossmeld" culture = witherbark }
21747 = { name = "Nightfang" culture = witherbark }
21748 = { name = "Loa-singer" culture = witherbark }
21749 = { name = "Spotter" culture = witherbark }
21750 = { name = "Shakko" culture = witherbark }
21751 = { name = "Toxifier" culture = witherbark }
21752 = { name = "Steeltusk" culture = witherbark }
21753 = { name = "Stonetusk" culture = witherbark }
21754 = { name = "Stormweaver" culture = witherbark }
21755 = { name = "Lifegrower" culture = witherbark }
21756 = { name = "Starcaller" culture = witherbark }
21757 = { name = "Thornhide" culture = witherbark }
21758 = { name = "Ironshaper" culture = witherbark }
21759 = { name = "Patchmonger" culture = witherbark }
21760 = { name = "Thundercall" culture = witherbark }
21761 = { name = "Two-Tusk" culture = witherbark }
21762 = { name = "Elementalist" culture = witherbark }
21763 = { name = "Vandal" culture = witherbark }
21764 = { name = "Sadist" culture = witherbark }
21765 = { name = "Zurani" culture = witherbark }
21766 = { name = "Eaglebane" culture = witherbark }
21767 = { name = "Two-Toes" culture = witherbark }
21768 = { name = "Hideskinner" culture = witherbark }
21769 = { name = "Scalper" culture = witherbark }
21770 = { name = "Warpbranch" culture = witherbark }
21771 = { name = "Gutchewer" culture = witherbark }
21772 = { name = "Subduer" culture = witherbark }
21773 = { name = "Gulkan" culture = witherbark }
21774 = { name = "Skullcrusher" culture = witherbark }
21775 = { name = "Ramuk" culture = witherbark }
21776 = { name = "Soothsayer" culture = witherbark }
21777 = { name = "Berserker" culture = witherbark }
21778 = { name = "Springbringer" culture = witherbark }
21779 = { name = "Elvenbane" culture = witherbark }
21780 = { name = "Elfeater" culture = witherbark }
21781 = { name = "Thunala" culture = witherbark }
21782 = { name = "Mbeki" culture = witherbark }
21783 = { name = "T'kani" culture = witherbark }
21784 = { name = "Lurakana" culture = witherbark }
21785 = { name = "Asnali" culture = witherbark }
21786 = { name = "Tetuleme" culture = witherbark }
21787 = { name = "Ruksaki" culture = witherbark }
21788 = { name = "Fenri" culture = witherbark }
21789 = { name = "Ndeku" culture = witherbark }
21790 = { name = "I'neku" culture = witherbark }
21791 = { name = "Tawani" culture = witherbark }
21792 = { name = "Tarawi" culture = witherbark }
21793 = { name = "Tarawami" culture = witherbark }
21794 = { name = "Osnetala" culture = witherbark }
21795 = { name = "Tsungu" culture = witherbark }
21796 = { name = "Mbungu" culture = witherbark }
21797 = { name = "Dnungu" culture = witherbark }
21798 = { name = "Pnungu" culture = witherbark }
21799 = { name = "Kari" culture = witherbark }
21800 = { name = "Nosekari" culture = witherbark }
21801 = { name = "Ajanlekoko" culture = witherbark }
21802 = { name = "Ormiata" culture = witherbark }
21803 = { name = "Apeloko" culture = witherbark }
21804 = { name = "Abimbola" culture = witherbark }
21805 = { name = "Abioye" culture = witherbark }
21806 = { name = "Adebowale" culture = witherbark }
21807 = { name = "Adisa" culture = witherbark }
21808 = { name = "Afia" culture = witherbark }
21809 = { name = "Afolabi" culture = witherbark }
21813 = { name = "Afua" culture = witherbark }
21811 = { name = "Akachi" culture = witherbark }
21812 = { name = "Akinyi" culture = witherbark }
21813 = { name = "Akua" culture = witherbark }
21814 = { name = "Baako" culture = witherbark }
21815 = { name = "Babajide" culture = witherbark }
21816 = { name = "Babak" culture = witherbark }
21817 = { name = "Babatunde" culture = witherbark }
21818 = { name = "Babette" culture = witherbark }
21819 = { name = "Chiamaka" culture = witherbark }
21820 = { name = "Chibuzo" culture = witherbark }
21821 = { name = "Chidike" culture = witherbark }
21822 = { name = "Cidubem" culture = witherbark }
21823 = { name = "Chike" culture = witherbark }
21824 = { name = "Chikelu" culture = witherbark }
21825 = { name = "Chikere" culture = witherbark }
21826 = { name = "Chipo" culture = witherbark }
21827 = { name = "Chuks" culture = witherbark }
21829 = { name = "Chukwuemeka" culture = witherbark }
21830 = { name = "Ekua" culture = witherbark }
21831 = { name = "Emeka" culture = witherbark }
21832 = { name = "Emem" culture = witherbark }
21833 = { name = "Faraji" culture = witherbark }
21834 = { name = "Femi" culture = witherbark }
21835 = { name = "Folami" culture = witherbark }
21836 = { name = "Fumnaya" culture = witherbark }
21837 = { name = "Furaha" culture = witherbark }
21838 = { name = "Ife" culture = witherbark }
21839 = { name = "Imamu" culture = witherbark }
21840 = { name = "Manslayer" culture = witherbark }
21841 = { name = "Imani" culture = witherbark }
21842 = { name = "Imari" culture = witherbark }
21843 = { name = "Jabari" culture = witherbark }
21844 = { name = "Jaheem" culture = witherbark }
21845 = { name = "Jaz" culture = witherbark }
21846 = { name = "Jelani" culture = witherbark }
21847 = { name = "Jojo" culture = witherbark }
21848 = { name = "Kanye" culture = witherbark }
21849 = { name = "Kenya" culture = witherbark }
21850 = { name = "Azikiwe" culture = witherbark }
21851 = { name = "Awolowo" culture = witherbark }
21852 = { name = "Bello" culture = witherbark }
21853 = { name = "Balewa" culture = witherbark }
21854 = { name = "Akintola" culture = witherbark }
21855 = { name = "Okotie-Eboh" culture = witherbark }
21856 = { name = "Nzeogwu" culture = witherbark }
21858 = { name = "Onwuatuegwu" culture = witherbark }
21859 = { name = "Okafor" culture = witherbark }
21860 = { name = "Okereke" culture = witherbark }
21861 = { name = "Okeke" culture = witherbark }
21862 = { name = "Okonkwo" culture = witherbark }
21863 = { name = "Okoye" culture = witherbark }
21864 = { name = "Okorie" culture = witherbark }
21865 = { name = "Obasanjo" culture = witherbark }
21866 = { name = "Babangida" culture = witherbark }
21867 = { name = "Buhari" culture = witherbark }
21868 = { name = "Dimka" culture = witherbark }
