#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_TOW_FW_38;Loa be prised, [Root.PrimaryTitle.GetFOA]. Look into da shadows, mon. Da trolls prosper under da trees. We have been hidin, we have been waitin. And now we strike. Take back da lands that belong to us. Spill da blood of ya enemies.\nYet, watch ya woodoo, mon. Green skinned hunters skulk in da Black Morass. Them may be a trouble.;;;;;;;;;;;;;;x
EVTOPTA_TOW_FW_38;Maybe they are.;;;;;;;;;;;;;x
EVTTITLE_TOW_FW_39;The Time Has Come;;;;;;;;;;;;;x
EVTDESC_TOW_FW_39;I kneel before you, warlord [Root.GetFirstNameWithNick]. Your might will shatter the world. We are awaiting your commands. We are ready to kill!\nSome green skins are invading the south. Soon, the land will be in chaos. And then we will pillage! We will kill! We will finally feast!;;;;;;;;;;;;;;x
EVTOPTA_TOW_FW_39;I will lead you to glory, yes!;;;;;;;;;;;;;x
EVTTITLE_TOW_FW_40;Mrrlgl Mrl gl;;;;;;;;;;;;;x
EVTDESC_TOW_FW_40;Uuua Mrrllgum brllgm mrrl n brrlllmr. Ruammmbglr urglllgl.\nGurlcs! Mrglllll glrrm gl!!;;;;;;;;;;;;;;x
EVTOPTA_TOW_FW_40;Aaaaaughibbrgubugbugrguburgle!;;;;;;;;;;;;;x
EVTTITLE_TOW_FW_41;A New Age;;;;;;;;;;;;;x
EVTDESC_TOW_FW_41;Time is money, my Trade prince. We have seen profitable years and there are more to come. We have prospered from naval commerce and we have built machinery unrivalled.\nEast of Booty Bay lies future beneficial investment, my prince. Rumours about green skinned invaders have leaked. If they are to invade [k_stormwind.GetName] humans, they will need to arm themselves with some goblin engineering. Make sure, you offer them the best deals anywhere.;;;;;;;;;;;;;;x
EVTOPTA_TOW_FW_41;Let’s make a bargain.;;;;;;;;;;;;;x
EVTOPTB_TOW_FW_41;Our trade partners’ demands have increased.;;;;;;;;;;;;;x
EVTTITLE_TOW_FW_42;A New Age;;;;;;;;;;;;;x
EVTDESC_TOW_FW_42;[Root.GetTitledFirstName], be blessed. You have watched over the mortal realms with care and patience. For some years, there was a relative peace, but something is coming. You feel the change in the wind. You can sense its presence. Events of the grand scale are about to happen. Your inner sight gazes upon the jungle of Black Morras, awaiting what comes next.;;;;;;;;;;;;;;x
EVTOPTA_TOW_FW_42;I can truly feel the change.;;;;;;;;;;;;;x
EVTDESC_TOW_FW_43;Great [Root.PrimaryTitle.GetRulerTitle],\nMe and my tribe feel that both our people would benefit from the detruction of our common enemy, the humans, as they hamper our prosperity. We could make a official pact between our people.\n\nSigned,\n[From.GetTitledName];;;;;;;;;;;;;;x
EVTOPTA_TOW_FW_43;I don't care about you. You're in my path.;;;;;;;;;;;;;x
EVTOPTB_TOW_FW_43;Let's make a deal.;;;;;;;;;;;;;x
TOW_FW_43_NAP;Common Enemy;;;;;;;;;;;;;x
EVTDESC_TOW_FW_44;Dear [Root.PrimaryTitle.GetRulerTitle],\n\nOf course, we will be friends against those weak humans. Our weapons will decide their fate, and it will be grim.\n\nSigned,\n[From.GetTitledName];;;;;;;;;;;;;;x
EVTOPTA_TOW_FW_44;Good.;;;;;;;;;;;;;x
EVTOPTA_TOW_FW_44_TOOLTIP;A non-aggression pact is signed with §Y[From.GetTitledName]§!.;;;;;;;;;;;;;x
EVTDESC_TOW_FW_45;Dear [Root.PrimaryTitle.GetRulerTitle],\nI see great success in a trade agreement between us, as you need supplies and resources for your war and I know when to bet on a winner when I see one! I made sure you got the better end of it! My workers will provide you with your first shipment soon.\n\nSigned,\n[From.GetTitledName];;;;;;;;;;;;;;x
EVTOPTA_TOW_FW_45;Good.;;;;;;;;;;;;;x
