#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;;;;;;;;;;;;;;;
PROV333;Moonbrook;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV334;Sentinel Hill;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV335;The Dust Plains;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV336;The Dead Acre;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV337;Longshore South;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV338;Longshore West;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV339;Longshore North;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV340;Dry Bluff;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV341;Longacre;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV342;Turnbull;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV343;Saltwind;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV344;Saddleplain;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV345;Harveston;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV346;Truegrain;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV347;Hargrave;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV348;Westroad;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV349;Twilight Grove;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV350;The Hushed Bank;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV351;Raven Hill;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV352;Dawning Wood;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV353;Brightwood Grove;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV354;The Darkened Bank;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV355;Darkshire;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV356;Armstrong Downs;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV357;Southvale;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV358;Wolfswood;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV359;Mistglade;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV360;Tranquil Hills;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV361;Deadman's Crossing;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV362;Deadwind Ravine;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV363;Karazhan;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV364;Atal'Hakkar;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV365;Misty Valley;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV366;The Shifting Mire;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV367;The Fallow Mire;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV368;Rotshore;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV369;Stonard;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV370;Kyoss;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV371;Stagalbog;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV372;Sorrowmurk;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV373;Misty Reed Strand;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV374;Blackmurk;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV375;Lonely Isle;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV376;Nethergarde;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV377;The Dark Portal;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV378;Demonclaw;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV379;Dreadmaul Hold;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV380;Rise of the Defiler;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV381;Burning Ledge;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV382;Serpent's Coil;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV383;Shattershore;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV384;The Tainted Scar;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV385;The Red Reaches;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV386;The Tainted Forest;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV387;The Vile Coast;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV388;Backshore;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV389;Zul'Gurub;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV390;Yojamba Isle;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV391;Zul'Kunda;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV392;Grom'gol;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV393;Zuuldaia;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV394;The Savage Coast;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV395;Snakethicket;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV396;Silvershard;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV397;Bambala;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV398;The Deep Green;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV399;Zul'Mamwe;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV400;Rumblemound;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV401;Baliah'mah;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV402;Gurubashi Arena;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV403;Corsair Cove;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV404;Nek'mani;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV405;Jubuwal;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV406;Aboraz;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV407;The Crystal Shore;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV408;Wild Shore;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV409;Jaguero Isle;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV410;Booty Bay;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV411;Savage Coast;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV412;Mistvale;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV413;Gillijim;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV414;Lapides;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV415;Hiji;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV416;Howling Bank;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV417;Stratholme;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV418;Nortide;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV419;Farstrider Enclave;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV420;Stillwhisper Pond;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV421;Lake Elrendar;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV422;Lake Amani;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV423;Woodheart Lakes;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV424;Lake Strat;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV425;Blackwood Lake;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV426;Northpond;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV427;Lake Mereldar;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV428;Lake Thondroril;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV429;Darrowmere;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV430;Brightwater Lake;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV431;Whispering Lake;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV432;Lordamere;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV433;Northgate Lake;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV434;Tarren Pond;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV435;Featherfall Lake;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV436;Valorwind Lake;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV437;Spiderwater;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV438;Hinterlake;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV439;Lake Strom;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV440;Lake Bark;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV441;Loch Verrall;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV442;The Loch;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV443;Thunder Spring;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV444;Storm Lake;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV445;Mirror Lake;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV446;Crystal Lake;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV447;Stone Cairn Lake;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV448;Steaming Lake;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV449;Lake Everstill;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV450;Stonewatch Spring;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV451;The Pool of Tears;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV452;Lake Gurubashi;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV453;Bloodlake;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV454;Nazferiti River;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV455;Lake Nazferiti;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV456;Nazferiti River;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV457;Nazferiti River;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV458;Nazferiti River;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV459;Nazferiti River;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV460;Nazferiti River;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV461;Nazferiti River;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV462;Nazferiti River;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV463;Plunder Sea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV464;Plunder Sea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV465;Plunder Sea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV466;Plunder Sea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV467;Plunder Sea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV468;Plunder Sea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV469;Stranglesea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV470;The Vile Reef;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV471;Autumn Sea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV472;Autumn Sea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV473;Stormsea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV474;Shimmering Expanse;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV475;Stormsea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV476;Stormsea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV477;Khaz Sea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV478;Khaz Sea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV479;Khaz Sea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV480;Tirasian Sea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV481;Baradin Bay;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV482;Baradin Bay;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV483;Baradin Bay;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV484;Baradin Bay;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV485;Baradin Bay;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV486;Baradin Bay;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV487;Baradin Bay;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV488;Baradin Bay;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV489;Baradin Bay;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV490;Baradin Bay;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV491;Gilnean Channel;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV492;Baradin Bay;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV493;Tirasian Sea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV494;Autumn Sea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV495;Stormsea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV496;Tirasian Sea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV497;Gilnean Sea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV498;Gilnean Sea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV499;Gilnean Sea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV500;Northgate Channel;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV501;Gilnean Sea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV502;Northgate Channel;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV503;Gilnean Sea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV504;Silver Sea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV505;Silver Sea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV506;Silver Sea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV507;Whispering Waters;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV508;Whispering Waters;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV509;Whispering Waters;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV510;Tirisfalen Coast;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV511;Tirisfalen Coast;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV512;Tirisfalen Coast;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV513;Silver Sea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV514;Thondroril Shore;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV515;Thondroril Shore;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV516;Thondroril Shore;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV517;Strat Bay;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV518;Thondroril Shore;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV519;Highcoast;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV520;Highcoast;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV521;Highcoast;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV522;Thalassian Shore;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV523;Sun's Crossing;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV524;Sun's Crossing;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV525;Solar Sea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV526;Solar Sea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV527;Solar Sea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV528;Thalassian Shore;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV529;Thalassian Shore;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV530;Amani Sea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV531;Amani Sea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV532;Amani Sea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV533;Tyran Sea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV534;Tyran Sea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV535;Hintercoast;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV536;Hintercoast;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV537;Hintercoast;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV538;Arathi Sea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV539;Arathi Sea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV540;Thandol Span;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV541;Thandol Span;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV542;Thundersea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV543;Thundersea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV544;Thundersea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV545;Thundersea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV546;Twilight Sea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV547;Twilight Sea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV548;Twilight Sea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV549;Twilight Sea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV550;Arid Shore;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV551;Arid Shore;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV552;Forgotten Waters;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV553;Forgotten Waters;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV554;Forgotten Waters;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV555;Forgotten Waters;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV556;Sorrowsea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV557;Sorrowsea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV558;Sorrowsea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV559;Tides of Darkness;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV560;Tides of War;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV561;Tainted Sea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV562;Tainted Sea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV563;Stranglesea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
PROV564;Stranglesea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
